18, 781, 2
18, 866, 4
18, 889, 2
18, 915, 2
18, 1263, 2
19, 45, 2
19, 473, 4
19, 716, 3
19, 733, 1
19, 876, 1
19, 1115, 1
19, 1144, 4
19, 1295, 2
19, 1333, 1
19, 1451, 2
19, 1847, 1
19, 1885, 9
19, 1908, 1
20, 264, 1
20, 475, 2
20, 539, 2
20, 556, 2
20, 921, 10
20, 966, 1
20, 1321, 1
20, 1542, 2
20, 1564, 10
20, 1577, 2
20, 1592, 2
21, 143, 1
21, 158, 1
21, 303, 2
21, 717, 2
21, 971, 4
21, 1074, 1
21, 1583, 9
22, 575, 3
22, 607, 2
22, 742, 2
22, 842, 2
22, 1551, 1
22, 1695, 2
23, 151, 1
23, 168, 2
23, 556, 1
23, 977, 2
23, 1215, 2
23, 1503, 1
23, 1681, 2
24, 49, 2
24, 65, 2
24, 610, 1
24, 1087, 2
24, 1198, 3
25, 112, 1
25, 469, 3
25, 556, 1
25, 890, 1
25, 1069, 1
25, 1193, 3
25, 1434, 1
25, 1554, 2
25, 1814, 2
26, 145, 2
26, 236, 2
26, 492, 1
26, 842, 2
26, 934, 1
26, 965, 2
26, 1041, 1
26, 1465, 1
26, 1467, 2
26, 1728, 2
26, 1842, 10
27, 11, 4
27, 141, 2
27, 317, 3
27, 537, 4
27, 664, 3
27, 797, 9
27, 991, 2
27, 1023, 1
27, 1216, 16
27, 1351, 2
27, 1398, 2
27, 1472, 1
27, 1539, 2
27, 1571, 6
27, 1586, 1
27, 1657, 2
27, 1776, 1
27, 1856, 2
28, 648, 3
28, 925, 2
28, 1000, 3
28, 1574, 3
28, 1670, 1
28, 1871, 2
29, 55, 1
29, 116, 1
29, 410, 2
29, 413, 1
29, 447, 1
29, 474, 2
29, 492, 1
29, 676, 1
29, 727, 9
29, 742, 1
29, 791, 1
29, 809, 3
29, 812, 2
29, 920, 1
29, 1005, 2
29, 1011, 1
29, 1082, 2
29, 1094, 1
29, 1107, 1
29, 1167, 1
29, 1172, 1
29, 1197, 1
29, 1208, 1
29, 1246, 1
29, 1309, 2
29, 1330, 1
29, 1476, 3
29, 1706, 1
29, 1709, 1
29, 1861, 3
29, 1915, 1
30, 166, 2
30, 257, 1
30, 346, 2
30, 587, 1
30, 658, 1
30, 772, 2
30, 998, 1
30, 1378, 1
30, 1827, 1
30, 1898, 2
31, 208, 2
31, 280, 2
31, 781, 8
31, 842, 2
31, 1028, 2
32, 534, 2
32, 535, 2
32, 792, 1
32, 1160, 4
32, 1426, 1
32, 1822, 1
32, 1827, 1
33, 49, 2
33, 76, 2
33, 151, 2
33, 786, 1
33, 871, 2
33, 1530, 1
33, 1536, 4
33, 1546, 2
33, 1874, 2
34, 54, 1
34, 190, 2
34, 240, 1
34, 660, 1
34, 772, 2
34, 1076, 1
34, 1766, 2
35, 751, 2
35, 927, 2
35, 993, 7
35, 1019, 1
35, 1339, 2
35, 1571, 1
35, 1609, 3
36, 97, 2
36, 125, 1
36, 149, 2
36, 234, 2
36, 403, 1
36, 407, 1
36, 886, 2
36, 1433, 2
36, 1473, 1
36, 1927, 1
37, 915, 2
37, 926, 8
37, 1083, 1
38, 214, 2
38, 906, 6
38, 993, 2
38, 1239, 2
38, 1262, 2
38, 1356, 2
38, 1458, 1
38, 1655, 1
38, 1668, 1
39, 166, 1
39, 233, 1
39, 243, 1
39, 308, 2
39, 367, 1
39, 389, 1
39, 393, 2
39, 427, 2
39, 477, 2
39, 555, 1
39, 683, 1
39, 689, 2
39, 699, 1
39, 703, 2
39, 726, 1
39, 772, 2
39, 856, 1
39, 918, 2
39, 922, 2
39, 969, 2
39, 1057, 3
39, 1060, 2
39, 1093, 3
39, 1135, 2
39, 1142, 1
39, 1201, 5
39, 1231, 1
39, 1239, 1
39, 1278, 4
39, 1325, 2
39, 1354, 3
39, 1386, 2
39, 1716, 1
39, 1746, 1
39, 1797, 2
40, 431, 2
40, 510, 2
40, 695, 2
40, 912, 4
41, 158, 4
41, 463, 2
41, 1058, 1
41, 1758, 6
42, 87, 1
42, 494, 2
42, 795, 1
42, 1085, 1
42, 1737, 11
43, 80, 3
43, 82, 2
43, 170, 1
43, 365, 4
43, 391, 8
43, 424, 4
43, 430, 7
43, 547, 3
43, 552, 2
43, 663, 1
43, 671, 1
43, 824, 3
43, 900, 1
43, 1281, 1
43, 1295, 2
43, 1426, 2
43, 1487, 1
43, 1619, 4
43, 1669, 1
43, 1765, 2
43, 1847, 1
43, 1955, 2
44, 121, 6
44, 1140, 2
44, 1519, 2
45, 366, 1
45, 479, 2
45, 523, 2
45, 766, 1
45, 798, 1
45, 951, 3
45, 1443, 1
45, 1531, 2
45, 1647, 1
45, 1682, 2
45, 1828, 1
46, 1, 2
46, 347, 1
46, 727, 1
46, 808, 1
46, 988, 5
46, 1750, 1
47, 1028, 2
47, 1291, 2
47, 1529, 2
47, 1536, 10
47, 1820, 2
48, 8, 1
48, 166, 1
48, 183, 8
48, 344, 5
48, 510, 1
48, 514, 2
48, 987, 1
48, 1270, 1
48, 1510, 16
48, 1595, 3
48, 1720, 2
48, 1792, 7
48, 1916, 2
48, 1919, 1
49, 15, 1
49, 164, 2
49, 253, 2
49, 965, 2
49, 1752, 1
50, 363, 2
50, 386, 1
50, 504, 2
50, 892, 2
50, 1361, 2
50, 1570, 2
51, 70, 1
51, 597, 1
51, 654, 1
51, 744, 2
51, 956, 2
51, 1102, 1
51, 1159, 3
51, 1544, 1
52, 24, 1
52, 186, 2
52, 223, 2
52, 440, 2
52, 1121, 3
52, 1454, 2
52, 1894, 1
53, 0, 3
53, 109, 9
53, 689, 1
53, 1183, 1
54, 106, 2
54, 528, 1
54, 853, 1
54, 1068, 2
54, 1441, 2
54, 1476, 2
54, 1858, 5
55, 111, 2
55, 158, 2
55, 199, 2
55, 200, 2
55, 323, 3
55, 453, 3
55, 502, 4
55, 518, 2
55, 617, 2
55, 658, 1
55, 687, 1
55, 696, 1
55, 1102, 2
55, 1361, 1
55, 1444, 2
55, 1464, 6
55, 1478, 7
55, 1640, 2
55, 1825, 2
55, 1840, 2
55, 1927, 2
56, 999, 1
56, 1011, 2
56, 1180, 5
56, 1426, 2
56, 1801, 1
57, 86, 1
57, 291, 2
57, 376, 1
57, 506, 31
57, 659, 2
57, 674, 2
57, 859, 2
57, 1427, 2
57, 1492, 1
57, 1563, 2
57, 1660, 1
57, 1784, 1
58, 6, 2
58, 13, 1
58, 126, 1
58, 160, 1
58, 179, 4
58, 182, 1
58, 321, 2
58, 410, 1
58, 759, 2
58, 1127, 2
58, 1281, 1
58, 1421, 2
58, 1619, 1
58, 1620, 2
58, 1740, 2
58, 1872, 1
58, 1901, 3
59, 107, 4
59, 131, 1
59, 143, 2
59, 210, 2
59, 213, 1
59, 284, 2
59, 302, 2
59, 475, 3
59, 492, 1
59, 520, 2
59, 580, 2
59, 597, 2
59, 640, 2
59, 841, 3
59, 879, 2
59, 999, 2
59, 1136, 1
59, 1175, 2
59, 1176, 6
59, 1319, 2
59, 1394, 1
59, 1444, 2
59, 1471, 2
59, 1595, 1
59, 1621, 1
59, 1700, 2
59, 1716, 2
59, 1727, 1
59, 1808, 3
59, 1927, 1
60, 62, 1
60, 607, 1
60, 627, 1
60, 842, 1
60, 1025, 5
60, 1047, 1
60, 1095, 1
60, 1225, 1
60, 1271, 4
60, 1558, 2
61, 122, 2
61, 408, 1
61, 535, 1
61, 645, 8
61, 1181, 1
61, 1400, 1
61, 1474, 1
61, 1519, 2
61, 1901, 2
62, 531, 5
62, 1266, 1
62, 1352, 3
62, 1385, 2
62, 1500, 2
62, 1841, 27
63, 116, 2
63, 141, 1
63, 244, 1
63, 496, 1
63, 611, 1
63, 655, 1
63, 924, 2
63, 1000, 1
63, 1005, 2
63, 1028, 1
63, 1056, 1
63, 1224, 1
63, 1387, 1
63, 1472, 2
63, 1549, 3
63, 1584, 1
63, 1780, 2
64, 155, 1
64, 164, 1
64, 291, 1
64, 384, 1
64, 461, 1
64, 710, 1
64, 1048, 1
64, 1144, 1
64, 1220, 4
64, 1271, 1
64, 1384, 1
64, 1494, 1
64, 1520, 3
64, 1554, 2
64, 1691, 1
65, 51, 2
65, 412, 3
65, 455, 2
65, 481, 2
65, 504, 1
65, 586, 2
65, 760, 7
65, 788, 3
65, 876, 1
65, 979, 1
65, 1776, 1
66, 47, 2
66, 474, 2
66, 540, 2
66, 615, 3
66, 884, 2
66, 934, 2
66, 961, 2
66, 979, 1
66, 1074, 1
66, 1154, 2
66, 1358, 2
66, 1471, 2
66, 1496, 2
66, 1668, 2
67, 1287, 10
67, 1361, 2
68, 120, 1
68, 401, 6
68, 550, 2
68, 614, 2
68, 1243, 4
68, 1570, 2
68, 1867, 2
69, 382, 1
69, 452, 2
69, 601, 2
69, 733, 1
69, 807, 1
69, 851, 1
69, 857, 2
69, 917, 1
69, 1083, 1
69, 1261, 1
69, 1331, 2
69, 1437, 1
69, 1825, 2
70, 96, 2
70, 151, 1
70, 350, 2
70, 378, 2
70, 643, 2
70, 674, 1
70, 1182, 2
70, 1237, 2
70, 1516, 2
70, 1685, 2
70, 1818, 1
71, 5, 3
71, 12, 3
71, 39, 1
71, 57, 1
71, 62, 6
71, 78, 1
71, 535, 1
71, 541, 1
71, 565, 1
71, 856, 1
71, 968, 2
71, 1318, 1
71, 1403, 2
71, 1639, 2
71, 1696, 1
71, 1774, 1
71, 1942, 7
72, 197, 8
72, 274, 6
72, 390, 2
72, 420, 2
72, 519, 2
72, 535, 1
72, 623, 2
72, 746, 2
72, 897, 2
72, 971, 2
72, 986, 2
72, 1182, 3
72, 1226, 2
72, 1294, 3
72, 1627, 1
72, 1823, 4
72, 1848, 2
72, 1849, 2
72, 1911, 1
72, 1960, 2
73, 82, 1
73, 193, 2
73, 197, 1
73, 215, 2
73, 359, 1
73, 382, 1
73, 440, 1
73, 457, 1
73, 467, 1
73, 518, 2
73, 678, 2
73, 847, 1
73, 964, 2
73, 1231, 2
73, 1391, 2
73, 1422, 1
73, 1485, 1
73, 1548, 1
73, 1884, 2
73, 1944, 1
73, 1958, 2
74, 153, 1
74, 212, 1
74, 302, 2
74, 372, 2
74, 576, 2
74, 781, 2
74, 924, 2
74, 952, 2
74, 1320, 1
74, 1396, 2
74, 1819, 1
75, 30, 7
75, 317, 4
75, 557, 2
75, 789, 2
75, 961, 2
75, 1063, 2
75, 1083, 5
75, 1155, 4
75, 1319, 2
75, 1461, 2
75, 1640, 1
75, 1756, 2
75, 1874, 2
76, 204, 4
76, 386, 2
76, 455, 1
76, 604, 2
76, 774, 2
76, 864, 2
76, 884, 1
76, 979, 1
76, 1394, 6
76, 1769, 2
76, 1801, 4
76, 1961, 11
77, 459, 4
77, 1310, 4
77, 1393, 1
77, 1664, 1
77, 1826, 12
78, 378, 2
78, 408, 2
78, 536, 2
78, 646, 1
78, 689, 1
78, 809, 2
78, 846, 2
78, 887, 1
78, 891, 2
78, 915, 2
78, 975, 2
78, 999, 2
78, 1136, 2
78, 1744, 2
78, 1829, 4
78, 1937, 2
79, 311, 1
79, 615, 2
79, 703, 1
79, 1323, 1
79, 1338, 2
79, 1372, 2
79, 1491, 4
80, 170, 1
80, 195, 1
80, 355, 2
80, 474, 1
80, 884, 1
80, 983, 1
80, 1047, 1
80, 1104, 2
80, 1319, 2
80, 1677, 1
80, 1748, 2
80, 1796, 2
80, 1865, 2
80, 1872, 3
81, 26, 2
81, 73, 2
81, 166, 2
81, 194, 2
81, 269, 6
81, 290, 4
81, 301, 4
81, 400, 2
81, 445, 2
81, 492, 2
81, 556, 2
81, 1614, 2
81, 1681, 2
81, 1689, 2
81, 1714, 2
81, 1776, 1
81, 1843, 2
81, 1868, 2
81, 1944, 1
82, 5, 1
82, 68, 1
82, 70, 2
82, 195, 1
82, 683, 1
82, 705, 1
82, 949, 1
82, 1005, 1
82, 1083, 1
82, 1172, 1
82, 1326, 2
82, 1356, 2
82, 1365, 1
82, 1401, 2
82, 1458, 1
82, 1835, 2
82, 1918, 2
83, 179, 1
83, 574, 5
83, 733, 2
83, 737, 2
83, 819, 2
83, 936, 2
83, 1107, 2
83, 1135, 1
83, 1376, 1
83, 1492, 1
83, 1578, 2
83, 1609, 1
84, 182, 2
84, 226, 2
84, 550, 2
84, 688, 2
84, 809, 2
84, 940, 1
84, 1047, 3
84, 1294, 2
85, 246, 2
85, 534, 1
85, 622, 3
85, 641, 2
85, 810, 2
85, 1281, 4
85, 1337, 1
85, 1929, 2
85, 1944, 2
86, 151, 2
86, 200, 3
86, 216, 2
86, 483, 1
86, 859, 1
86, 1027, 1
86, 1235, 2
86, 1244, 1
86, 1708, 2
87, 5, 3
87, 166, 1
87, 302, 4
87, 410, 2
87, 490, 1
87, 540, 1
87, 625, 2
87, 742, 1
87, 756, 2
87, 953, 2
87, 989, 2
87, 1012, 1
87, 1186, 2
87, 1187, 2
87, 1241, 2
87, 1250, 1
87, 1282, 2
88, 248, 2
88, 657, 2
88, 705, 4
88, 883, 3
88, 1331, 2
88, 1518, 1
88, 1920, 2
89, 45, 1
89, 286, 1
89, 430, 2
89, 760, 3
89, 933, 1
89, 1236, 1
89, 1277, 2
89, 1303, 2
89, 1350, 1
90, 285, 1
90, 529, 2
90, 674, 1
90, 1232, 8
90, 1441, 6
90, 1790, 2
91, 849, 2
91, 864, 2
91, 1075, 2
91, 1083, 2
91, 1270, 7
91, 1296, 10
91, 1496, 2
91, 1657, 1
91, 1901, 2
92, 225, 1
92, 279, 2
92, 283, 6
92, 475, 1
92, 479, 1
92, 829, 3
92, 1027, 1
92, 1318, 2
92, 1386, 2
92, 1433, 1
92, 1446, 1
92, 1809, 1
93, 56, 1
93, 204, 24
93, 210, 2
93, 320, 1
93, 395, 1
93, 407, 4
93, 527, 1
93, 559, 2
93, 917, 3
93, 1011, 2
93, 1074, 1
93, 1092, 1
93, 1293, 1
93, 1398, 1
93, 1501, 1
93, 1507, 1
93, 1508, 1
93, 1557, 2
93, 1635, 1
93, 1650, 2
93, 1657, 2
93, 1805, 1
94, 145, 2
94, 216, 2
94, 332, 2
94, 699, 1
94, 730, 1
94, 864, 2
94, 1100, 1
94, 1104, 2
94, 1172, 1
94, 1244, 1
94, 1300, 1
94, 1335, 1
94, 1520, 1
94, 1557, 2
94, 1569, 2
94, 1604, 1
94, 1829, 1
94, 1946, 2
95, 290, 1
95, 350, 2
95, 600, 2
95, 1057, 3
95, 1086, 2
95, 1648, 2
95, 1677, 1
96, 540, 1
96, 1215, 4
96, 1302, 5
96, 1530, 2
97, 52, 2
97, 186, 1
97, 208, 4
97, 608, 1
97, 617, 1
97, 707, 8
97, 877, 1
97, 1159, 2
97, 1171, 2
97, 1233, 1
97, 1275, 2
97, 1310, 2
97, 1333, 2
97, 1416, 2
97, 1799, 8
97, 1896, 2
97, 1939, 2
98, 681, 4
98, 736, 1
98, 926, 4
98, 1578, 2
98, 1618, 1
98, 1680, 2
99, 75, 2
99, 127, 6
99, 702, 2
99, 859, 2
99, 900, 3
99, 935, 8
99, 1175, 1
99, 1343, 2
99, 1367, 2
99, 1834, 92
99, 1892, 2
100, 470, 1
100, 519, 1
100, 556, 10
100, 1296, 2
100, 1397, 1
100, 1406, 1
100, 1717, 1
100, 1831, 3
100, 1832, 1
101, 410, 1
101, 864, 1
101, 1239, 4
101, 1250, 1
101, 1285, 2
101, 1334, 2
101, 1369, 1
101, 1397, 1
102, 81, 2
102, 283, 2
102, 389, 1
102, 398, 2
102, 634, 1
102, 719, 1
102, 758, 2
102, 1083, 2
102, 1121, 1
102, 1463, 2
102, 1818, 2
103, 44, 2
103, 169, 1
103, 767, 1
103, 825, 7
103, 1058, 2
104, 37, 2
104, 689, 1
104, 811, 1
104, 876, 1
104, 880, 1
104, 1063, 1
104, 1253, 2
104, 1591, 1
104, 1643, 1
104, 1772, 3
104, 1903, 1
104, 1941, 1
105, 460, 2
105, 535, 1
105, 678, 1
105, 804, 1
105, 945, 4
105, 957, 2
105, 1149, 1
105, 1165, 1
105, 1174, 1
105, 1206, 1
105, 1239, 1
105, 1619, 3
105, 1691, 1
105, 1891, 1
106, 169, 1
106, 333, 1
106, 426, 2
106, 461, 1
106, 809, 1
106, 859, 8
106, 1145, 2
106, 1274, 1
106, 1457, 2
106, 1747, 1
106, 1809, 2
107, 90, 3
107, 520, 2
107, 542, 2
107, 710, 15
107, 730, 4
107, 1065, 2
108, 160, 1
108, 231, 2
108, 253, 2
108, 709, 2
108, 902, 2
108, 922, 1
108, 987, 1
108, 1121, 2
108, 1388, 2
108, 1453, 4
108, 1454, 2
108, 1571, 1
108, 1836, 2
109, 233, 1
109, 501, 1
109, 627, 1
109, 699, 1
109, 711, 1
109, 973, 1
109, 1044, 1
109, 1102, 2
109, 1237, 2
109, 1303, 8
109, 1383, 2
109, 1509, 2
109, 1664, 3
109, 1757, 2
109, 1894, 4
110, 122, 1
110, 292, 2
110, 302, 2
110, 583, 2
110, 662, 1
110, 791, 2
110, 950, 1
110, 980, 2
110, 1063, 1
110, 1245, 2
110, 1319, 4
110, 1330, 5
110, 1386, 1
110, 1392, 2
110, 1571, 1
110, 1580, 4
110, 1606, 2
110, 1643, 2
110, 1675, 1
110, 1819, 2
110, 1903, 1
111, 37, 1
111, 283, 1
111, 297, 1
111, 440, 2
111, 543, 1
111, 564, 2
111, 566, 3
111, 590, 5
111, 642, 1
111, 669, 1
111, 976, 1
111, 989, 1
111, 1004, 1
111, 1083, 1
111, 1104, 2
111, 1112, 1
111, 1267, 2
111, 1281, 1
111, 1433, 4
111, 1454, 3
111, 1538, 2
111, 1565, 2
111, 1702, 2
111, 1741, 2
111, 1869, 2
111, 1909, 2
111, 1944, 1
112, 32, 1
112, 363, 1
112, 478, 2
112, 485, 1
112, 519, 1
112, 963, 2
112, 1049, 2
112, 1093, 1
112, 1275, 3
112, 1333, 2
112, 1496, 1
112, 1513, 1
112, 1644, 1
112, 1807, 4
113, 84, 2
113, 432, 7
113, 695, 1
113, 713, 6
113, 981, 2
113, 1071, 3
113, 1192, 2
113, 1342, 1
113, 1430, 1
113, 1578, 7
113, 1626, 2
114, 228, 1
114, 315, 1
114, 392, 2
114, 689, 2
114, 718, 2
114, 1338, 2
114, 1569, 1
114, 1794, 1
115, 147, 2
115, 220, 3
115, 228, 1
115, 282, 2
115, 302, 1
115, 689, 1
115, 733, 2
115, 844, 1
115, 1093, 2
115, 1167, 2
115, 1600, 2
115, 1822, 1
116, 103, 2
116, 274, 1
116, 366, 1
116, 420, 1
116, 516, 1
116, 534, 1
116, 644, 2
116, 658, 2
116, 910, 1
116, 979, 2
116, 1182, 1
116, 1245, 1
116, 1253, 1
116, 1435, 2
116, 1586, 1
116, 1721, 1
117, 93, 1
117, 195, 2
117, 233, 2
117, 645, 2
117, 1310, 2
117, 1380, 1
117, 1829, 2
118, 332, 1
118, 733, 2
118, 797, 14
118, 991, 1
118, 1112, 2
118, 1205, 1
118, 1527, 4
118, 1592, 2
119, 227, 1
119, 887, 1
119, 993, 1
119, 1105, 1
119, 1539, 1
119, 1771, 2
119, 1777, 4
120, 350, 1
120, 356, 1
120, 385, 1
120, 423, 1
120, 453, 1
120, 457, 1
120, 537, 1
120, 615, 1
120, 889, 1
120, 999, 2
120, 1004, 1
120, 1385, 1
120, 1479, 2
121, 30, 2
121, 65, 3
121, 133, 2
121, 145, 2
121, 562, 1
121, 642, 2
121, 698, 2
121, 765, 1
121, 1548, 2
121, 1696, 2
121, 1875, 2
121, 1881, 1
122, 180, 2
122, 316, 3
122, 401, 3
122, 1021, 5
122, 1267, 1
122, 1295, 3
122, 1631, 3
122, 1653, 3
122, 1691, 1
122, 1731, 1
123, 185, 5
123, 987, 2
123, 1078, 2
123, 1862, 2
124, 38, 2
124, 138, 1
124, 156, 2
124, 168, 4
124, 1437, 2
124, 1460, 1
124, 1488, 1
124, 1567, 1
124, 1642, 1
125, 112, 2
125, 224, 1
125, 339, 1
125, 711, 1
125, 851, 2
125, 1053, 1
125, 1154, 1
125, 1538, 1
125, 1551, 1
126, 172, 1
126, 535, 1
126, 780, 1
126, 832, 1
126, 1112, 1
126, 1252, 2
126, 1265, 2
126, 1359, 4
126, 1833, 1
126, 1892, 1
127, 88, 1
127, 89, 1
127, 187, 1
127, 268, 1
127, 302, 2
127, 394, 2
127, 453, 1
127, 711, 1
127, 1000, 1
127, 1074, 1
127, 1663, 1
128, 152, 1
128, 261, 1
128, 372, 1
128, 413, 2
128, 449, 1
128, 672, 1
128, 923, 3
128, 950, 2
128, 1001, 1
128, 1045, 2
128, 1083, 1
128, 1144, 1
128, 1168, 1
128, 1206, 1
128, 1247, 1
128, 1325, 1
128, 1341, 2
128, 1345, 9
128, 1374, 2
128, 1476, 4
128, 1505, 7
128, 1528, 3
128, 1554, 1
128, 1594, 5
128, 1679, 6
128, 1686, 2
128, 1750, 4
128, 1751, 5
128, 1836, 1
128, 1861, 5
129, 98, 1
129, 409, 1
129, 434, 1
129, 690, 4
129, 699, 2
129, 1182, 1
129, 1595, 1
129, 1881, 2
129, 1951, 4
130, 8, 2
130, 81, 1
130, 86, 2
130, 198, 2
130, 351, 2
130, 365, 1
130, 430, 1
130, 658, 1
130, 876, 1
130, 887, 1
130, 904, 2
130, 927, 4
130, 978, 2
130, 1089, 2
130, 1112, 1
130, 1201, 4
130, 1212, 2
130, 1350, 1
130, 1393, 1
130, 1468, 1
130, 1556, 4
130, 1895, 1
130, 1925, 1
130, 1930, 4
131, 149, 1
131, 216, 1
131, 226, 1
131, 413, 2
131, 449, 1
131, 597, 1
131, 1176, 1
131, 1216, 1
131, 1218, 2
131, 1507, 3
131, 1511, 2
131, 1675, 2
131, 1874, 1
132, 336, 1
132, 410, 1
132, 448, 2
132, 690, 1
132, 775, 1
132, 893, 1
132, 1260, 1
133, 41, 1
133, 114, 1
133, 592, 1
133, 638, 1
133, 1305, 18
133, 1336, 1
133, 1394, 3
133, 1618, 10
133, 1762, 1
133, 1783, 2
133, 1893, 1
134, 118, 1
134, 152, 2
134, 219, 1
134, 290, 2
134, 648, 1
134, 852, 2
134, 872, 1
134, 977, 2
134, 1220, 7
134, 1681, 1
135, 44, 3
135, 475, 2
135, 480, 2
135, 565, 2
135, 762, 1
135, 792, 2
135, 878, 2
135, 1083, 2
135, 1097, 5
135, 1203, 3
135, 1295, 1
135, 1320, 1
135, 1463, 2
135, 1626, 2
135, 1628, 2
135, 1643, 1
135, 1802, 4
136, 34, 2
136, 171, 1
136, 776, 2
136, 964, 8
136, 968, 2
136, 979, 2
136, 1104, 1
136, 1277, 1
136, 1626, 3
137, 371, 1
137, 562, 1
137, 574, 5
137, 644, 1
137, 861, 3
137, 1014, 2
137, 1647, 2
137, 1715, 1
138, 671, 1
138, 1013, 7
138, 1096, 2
138, 1175, 2
138, 1179, 2
138, 1418, 1
138, 1839, 1
139, 207, 2
139, 282, 2
139, 671, 2
139, 1087, 1
139, 1411, 2
139, 1557, 2
139, 1810, 2
139, 1945, 2
139, 1957, 4
140, 100, 1
140, 114, 2
140, 188, 2
140, 289, 2
140, 498, 2
140, 715, 2
140, 1120, 1
140, 1618, 2
141, 382, 1
141, 391, 2
141, 517, 2
141, 714, 2
141, 881, 2
141, 1001, 2
141, 1524, 4
141, 1653, 1
141, 1696, 2
142, 280, 2
142, 618, 4
142, 714, 8
142, 810, 2
142, 828, 6
142, 1041, 2
142, 1083, 2
142, 1145, 2
142, 1276, 4
142, 1319, 2
142, 1360, 4
142, 1536, 2
142, 1562, 2
142, 1682, 4
142, 1949, 2
143, 151, 2
143, 202, 2
143, 584, 2
143, 598, 2
143, 1083, 2
143, 1335, 2
144, 8, 1
144, 212, 1
144, 230, 2
144, 435, 3
144, 550, 1
144, 1245, 1
144, 1375, 3
144, 1546, 2
144, 1551, 1
144, 1642, 2
144, 1903, 3
144, 1962, 2
145, 144, 4
145, 563, 5
145, 1015, 9
145, 1054, 1
145, 1170, 1
145, 1281, 4
146, 4, 1
146, 55, 1
146, 193, 2
146, 207, 1
146, 216, 2
146, 459, 2
146, 727, 3
146, 780, 1
146, 782, 2
146, 847, 1
146, 975, 1
146, 988, 2
146, 1112, 1
146, 1259, 2
146, 1338, 2
146, 1339, 1
146, 1347, 1
146, 1485, 2
146, 1511, 1
146, 1811, 2
147, 41, 4
147, 136, 2
147, 460, 2
147, 1632, 2
147, 1727, 2
148, 37, 2
148, 100, 2
148, 209, 1
148, 277, 1
148, 351, 2
148, 430, 2
148, 453, 1
148, 479, 2
148, 522, 2
148, 525, 2
148, 544, 4
148, 666, 3
148, 789, 2
148, 1003, 8
148, 1109, 18
148, 1119, 1
148, 1131, 2
148, 1285, 4
148, 1329, 20
148, 1398, 2
148, 1421, 10
148, 1518, 6
148, 1902, 2
148, 1926, 2
149, 105, 10
